instant_hour,date,season_hour,year_hour,month_hour,holiday_hour,weekday_hour,workingday_hour,weather_hour,temp_hour,atemp_hour,humid_hour,windspeed_hour,casual_hour,registered_hour,count_hour,instant_day,season_day,year_day,month_day,hour,holiday_day,weekday_day,workingday_day,weather_day,temp_day,atemp_day,humid_day,windspeed_day,casual_day,registered_day,count_day,month
83,2011-03-24,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1898,Spring,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118,March
83,2011-03-24,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1899,Spring,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78,March
83,2011-03-24,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1900,Spring,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62,March
83,2011-03-24,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,1901,Spring,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1902,Spring,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1903,Spring,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1904,Spring,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1905,Spring,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1906,Spring,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1907,Spring,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1908,Spring,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1909,Spring,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1910,Spring,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1911,Spring,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1912,Spring,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1913,Spring,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1914,Spring,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1915,Spring,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1916,Spring,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1917,Spring,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1918,Spring,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1919,Spring,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1920,Spring,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1921,Spring,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1922,Spring,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1923,Spring,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1924,Spring,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43,March
84,2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,1925,Spring,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1926,Spring,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1927,Spring,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1928,Spring,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1929,Spring,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1930,Spring,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1931,Spring,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1932,Spring,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1933,Spring,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1934,Spring,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42,66,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1935,Spring,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68,100,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1936,Spring,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1937,Spring,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1938,Spring,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1939,Spring,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145,239,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1940,Spring,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123,216,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1941,Spring,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1942,Spring,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1943,Spring,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101,203,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1944,Spring,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1945,Spring,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93,138,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1946,Spring,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67,85,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1947,Spring,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36,51,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1948,Spring,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46,63,March
85,2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,1949,Spring,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31,41,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1950,Spring,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1951,Spring,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1952,Spring,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15,21,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1953,Spring,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14,14,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1954,Spring,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1955,Spring,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2,2,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1956,Spring,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1957,Spring,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1958,Spring,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1959,Spring,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1960,Spring,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1961,Spring,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120,163,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1962,Spring,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1963,Spring,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1964,Spring,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1965,Spring,0,3,16,0,0,0,1,0.34,0.3333,0.34,0.0,45,98,143,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1966,Spring,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1967,Spring,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105,137,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1968,Spring,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80,103,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1969,Spring,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1970,Spring,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1971,Spring,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30,March
86,2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,1972,Spring,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1973,Spring,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,1,11,12,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1974,Spring,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4,6,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1975,Spring,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5,5,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1976,Spring,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1977,Spring,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,0,8,8,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1978,Spring,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40,40,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1979,Spring,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,6,104,110,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1980,Spring,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,15,239,254,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1981,Spring,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,12,109,121,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1982,Spring,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,22,47,69,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1983,Spring,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1984,Spring,0,3,12,0,1,1,2,0.26,0.2727,0.25,0.0,8,71,79,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1985,Spring,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,14,69,83,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1986,Spring,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1987,Spring,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,19,53,72,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1988,Spring,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,15,117,132,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1989,Spring,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227,252,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1990,Spring,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,21,220,241,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1991,Spring,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,17,156,173,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1992,Spring,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,5,107,112,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1993,Spring,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55,61,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1994,Spring,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,0,40,40,March
87,2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,1995,Spring,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,1,18,19,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,1996,Spring,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,1,15,16,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,1997,Spring,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4,4,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,1998,Spring,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,0,3,3,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,1999,Spring,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2,1,3,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2000,Spring,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1,2,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2001,Spring,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,0,8,8,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2002,Spring,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46,50,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2003,Spring,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,5,128,133,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2004,Spring,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,19,268,287,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2005,Spring,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,16,156,172,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2006,Spring,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46,59,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2007,Spring,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,18,63,81,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2008,Spring,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2009,Spring,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,24,80,104,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2010,Spring,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,20,66,86,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2011,Spring,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65,87,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2012,Spring,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124,136,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2013,Spring,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265,299,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2014,Spring,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252,294,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2015,Spring,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,20,170,190,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2016,Spring,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119,132,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2017,Spring,0,3,21,0,2,1,1,0.34,0.3636,0.42,0.0,8,75,83,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2018,Spring,0,3,22,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55,March
88,2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,2019,Spring,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2020,Spring,0,3,0,0,3,1,2,0.32,0.3485,0.57,0.0,3,8,11,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2021,Spring,0,3,1,0,3,1,1,0.32,0.3485,0.39,0.0,1,9,10,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2022,Spring,0,3,2,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2023,Spring,0,3,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2024,Spring,0,3,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2025,Spring,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2026,Spring,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2027,Spring,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2028,Spring,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2029,Spring,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2030,Spring,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2031,Spring,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2032,Spring,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2033,Spring,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,98,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2034,Spring,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2035,Spring,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2036,Spring,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36,36,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2037,Spring,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2038,Spring,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85,March
89,2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,2039,Spring,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72,March
